username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Marc Sheffler,23544819,Los Angeles California,2023-01-21 02:09:54,@RepRiggleman 1.)I’ll read it. We were up in Seattle shooting opening title shots of Harry(channeled by the amazing… https://t.co/mkZd2S7bzA,0,Twitter for iPad,
Zoë Rose Bryant,979403946,"Los Angeles, CA",2023-01-21 02:04:04,Two Nora Ephrons is VERY on brand for me (and I almost threw SLEEPLESS IN SEATTLE in too but decided we needed a *l… https://t.co/8CfJ8y03yg,6,Twitter for iPhone,
sydney nicole sweeney,3339267979,"Los Angeles, CA",2023-01-21 01:19:38,The fact that I can’t leave the house without thermals on anymore is wild i live in la so why is it giving SEATTLE,0,Twitter for iPhone,
Henry → Space Yacht,40635396,"Los Angeles, CA",2023-01-21 01:12:39,i'm in LA eating a burrito on the couch but i'm also in seattle going insane with @LBHouseMusic and @DJTonyH507,2,Twitter Web App,
Loyola Law School,24494745,Los Angeles,2023-01-21 00:40:02,Do you live in the Seattle metro area? The West Coast Consortium of Private Law Schools (@WCCLawSchools) invites yo… https://t.co/7QkHPcjn5V,0,Twitter Web App,
Jeremy J 🏳️‍🌈,191087209,"Marina del Rey, CA",2023-01-21 00:39:58,"@alexanderchee Lady Jaye in West Seattle before or after walking along Alki beach
https://t.co/Midx7uwzol",0,Twitter for Android,
Jeremy J 🏳️‍🌈,191087209,"Marina del Rey, CA",2023-01-21 00:21:54,@alexanderchee I miss Seattle so much! 😫 Get the best dang slice and cocktail at Wilmott's Ghost!,0,Twitter for Android,
gosha,61236914,"Los Angeles, CA",2023-01-21 00:07:33,"Funnily enough, that last person is coming TO la from Seattle 😂",0,Twitter for iPhone,
gosha,61236914,"Los Angeles, CA",2023-01-20 23:54:52,Next month might be the month I move to Seattle!,0,Twitter for iPhone,
J Dubb,804980246449504256,"Compton, CA",2023-01-20 23:48:34,@jacobsports12 @PlayoffShai @TheNBACentral I’m from Seattle and a Seahawks fan but Seattle peoples hatred of OKC is… https://t.co/hQBCTFzKrj,0,Twitter for iPhone,
Eric_Atlas,1565734991438438403,"Los Angeles, CA",2023-01-20 23:46:21,@princessjahadd What’s wrong with Seattle?,0,Twitter for iPhone,
Pat Shah,17360893,"Los Angeles, CA",2023-01-20 23:36:04,@RichCimini Who’s best to run a high tempo aggressive style offense? I think Saleh will look to SF or Seattle for inspiration,0,Twitter for iPhone,
You Bet Your Life,1306245259362435077,"Burbank, CA",2023-01-20 23:33:00,"Our latest contestant does not eat raisins! What about you?  Is it a 👍🏼 or 👎🏼 for #raisins?

Where to Watch:
👉🏼… https://t.co/RoH8UhdzUc",2,Twitter Web App,
STREET PEOPLE OF LOS ANGELES,1156317032171761664,Los Angeles ,2023-01-20 23:32:36,@Ali69Mdheree @GavinNewsom @POTUS @JayInslee Yeah I guess things are going great over here compared to Seattle.… https://t.co/hhFDrxU59F,1,Twitter for iPhone,
andre menchavez ⚡️,386987009,LA,2023-01-20 23:27:08,this seattle muscle gaysian who used to ignore my Gr*ndr messages just slid in my DMs after last nights thirst trap… https://t.co/0bJPS5us07,0,Twitter for iPhone,
Ann Pyne,256873740,"Los Angeles, CA",2023-01-20 23:08:30,@lisalimbaugh Seattle?,0,Twitter for iPhone,
Navin R. Johnson,1433804210059956224,"Los Angeles, CA",2023-01-20 23:00:06,@returnofaj There you go!!! Burky was a fan fav! Did we try to resign him? Or did he just get way more $ from Seattle?,0,Twitter for iPhone,
Sunset,21689161,"Los Angeles, CA",2023-01-20 23:00:02,"""You normally eat bibingka during the holidays, but we serve it year-round,"" says Melissa Miranda of Seattle restau… https://t.co/VgjmhjFNXq",0,SocialNewsDesk,
Lost Wolves,101434055,"Westminster, CA",2023-01-20 22:57:45,"Just landed in Seattle for @BTOCollective_ Arrival show, b2b with my dude @Kbunnn tomorrow at Neumos! 7pm-1am! 

A… https://t.co/naQlgDynJP",2,Twitter for iPhone,
Brian Quiroz,154600695,"Los Angeles , California ",2023-01-20 22:56:00,Also Seattle Surge was so close to being the bad guys today. But they couldn’t do it,0,Twitter for iPhone,
Kati3 🌈,21623659,"Los Angeles, CA",2023-01-20 22:54:41,"Sleepless in Seattle, Green Card, The Wedding Singer https://t.co/1rS8q5wvTq",0,Twitter for iPhone,
#1 Seed,1599810172301594625,"Los Angeles, CA",2023-01-20 22:45:26,@CODLeague @OpTicTexas @SeattleSurge @iLLeYYY I speak for everyone when I say we WONT be counting this as a Optic w… https://t.co/YR67UoWydb,0,Twitter for iPhone,
v,109677160,"Los Angeles, CA",2023-01-20 22:35:38,"I was in Seattle when this happened, and the first case happened to be found in Seattle. https://t.co/VcBGwlMDdI",0,Twitter for iPhone,
Chris A. 🌴🫠🫵,1546218070057709568,"Los Angeles, CA",2023-01-20 22:34:01,"@welovetyfrance @MLB T Mobile park really gives an aquatic dark feel to the park, perfect for Seattle, its color scheme and its weather too",0,Twitter for Android,
flipboitamidles (DAMN%),19516129,"Pomona, CA",2023-01-20 22:27:16,seattle tomorrow,0,Twitter Web App,
Wondering illenial (73%)🔜 Said The Sky,2728335570,"Los Angeles, CA",2023-01-20 22:15:53,"@bmyreverie @ILLENIUM He should have included places that didn’t get the fallen embers tour a lot of us missed out :/ LA, Seattle ect..",0,Twitter for iPhone,
Bl8knstuff,1335040296753590273,"Rancho Cucamonga, CA",2023-01-20 22:04:16,@mkenny09 @Chennaah NFC west has one bad year and now it is a weak division? Still got 2 teams in the playoffs and… https://t.co/pkKsQBVByb,0,Twitter for iPhone,
Nojo,23137218,Baltimore to Los Angeles,2023-01-20 21:59:43,@YEMblog Seattle and Hollywood Bowl. Will be taking my 12 year old to his 4th show Saturday at HB.,0,Twitter Web App,
Ramona Shelburne,17507250,Los Angeles,2023-01-20 21:44:59,"Vandersloot is expected to meet with the Chicago Sky, Minnesota Lynx, New York Liberty and Seattle Storm, sources s… https://t.co/IzQjXrEXCR",47,Twitter for iPhone,
echod,2805948976,"long beach, ca",2023-01-20 21:44:04,"seattle homies ur gonna be the first to hear the full version of this @juuku__ collab 😈

grab your tix now — we got… https://t.co/jfTxqntkaW",4,Twitter for iPhone,
Daily Bruin Sports,19887325,"Los Angeles, CA",2023-01-20 21:36:18,".@uclagymnastics will take the floor in Seattle on Saturday as the No. 4-ranked team in the country.

""The energy i… https://t.co/gaSAG9pMi0",5,dailybruin-meow,
Nojo,23137218,Baltimore to Los Angeles,2023-01-20 21:16:58,Seattle tickets secured. Bowl tickets secured.,0,Twitter Web App,
AllieF #STOPGUNVIOLENCENOW,17447442,Los Angeles,2023-01-20 21:15:55,@msthienkim nope. they're in Seattle...,0,Twitter Web App,
M.I.D Music,2797330177,"Los Angeles, CA",2023-01-20 21:04:49,Seattle and Portland exist. We negros do exist out here in the pnw. https://t.co/3nYEGbLWs1,0,Twitter for iPhone,
Ramona Shelburne,17507250,Los Angeles,2023-01-20 20:40:28,"Breanna Stewart will meet with the Seattle Storm, Minnesota Lynx, Washington Mystics and New York Liberty when free… https://t.co/CMLCMYlxlD",315,Twitter for iPhone,
Grace Freud,3072869411,LA,2023-01-20 20:38:19,"GIRL GOD TOUR TIX ARE ON SALE BABY

NYC
RICHMOND
ORLANDO
NASHVILLE
ATLANTA
DETROIT
MILWAUKEE
CHICAGO
ST LOUIS
IOWA… https://t.co/sGeuZbXasc",24,Twitter Web App,
JET,1708249718,"Los Angeles, CA",2023-01-20 20:30:41,@jcarrrilllo26 @nflrums Yeah Bobby shoulda stayed in Seattle. I personally think 49ers and them are gonna own the d… https://t.co/1KiiITxjCu,0,Twitter for iPhone,
Key.,378407099,"Los Angeles, CA",2023-01-20 20:26:34,"white lebron letting us know her top destinations in the off-season: 

seattle storm.
minnesota lynx.
washington my… https://t.co/moG4s2St2z",1,Twitter for iPhone,
gym,104958114,LA,2023-01-20 20:16:14,@Marsh I’m in Seattle for vacations and just realized you’ll be here !!! I need tickets and you’re sold out!! HELP !!🫶🏽,0,Twitter for iPhone,
#1 Seed,1599810172301594625,"Los Angeles, CA",2023-01-20 19:57:44,@GGBreakingPoint Seattle winning,0,Twitter for iPhone,
Keymoreuh,1165383101255544832,"Long Beach, CA",2023-01-20 19:09:20,@That1teddygirl I flew from California to Seattle every summer when I was young. It’s called an “escorted minor” an… https://t.co/Dh2ojIGZMX,0,Twitter for iPhone,
805Hawk,76094660,"Simi Valley, CA",2023-01-20 19:07:57,@NFLDraft @MoveTheSticks Does DJ scout these players before making a mock?  Carter has never been a 3 down DT. Ever… https://t.co/DUWzWAiFjz,0,Twitter for iPhone,
Millicent Borges Accardi 🇵🇹,78329221,Topanga CA,2023-01-20 19:05:27,@JehanneIDubrow To be fair?  I have not participated in EVERY conference. I get on a roll and then skip a few (cost… https://t.co/TaQ4EJxwXr,0,Twitter Web App,
DeuceOnDaLoose,1330334759998910465,"Los Angeles, CA",2023-01-20 19:02:49,@FootballGirlAna might be the only Seattle fan I like on the planet. https://t.co/GHE638Kfo5,0,Twitter for iPhone,
UCLA W. Basketball,327099499,"Westwood, Los Angeles, CA",2023-01-20 18:52:58,"We've got the first of our two-game conference road trip in Seattle tonight! 

🆚: Washington 
🏟️: Alaska Airlines A… https://t.co/RnM3P9UZH5",5,Twitter Web App,
In the Mourning 💚,1315840554282835969,"Los Angeles, CA",2023-01-20 18:44:45,"In the Mourning In the CLIMATE PLEDGE ARENA
See you soon, Seattle Kraken💚 https://t.co/3yOsM4szrM",12,Twitter for iPhone,
echod,2805948976,"long beach, ca",2023-01-20 18:31:18,VERY COOL VERY SWAG GIVEAWAYS FOR SEATTLE TMR https://t.co/jvFdMC53el,1,Twitter Web App,
absolutely not,205579364,"Santa Monica, CA",2023-01-20 18:06:06,"@Lady_Astor In the US at least, as the Left (politically) has become more of a rich-poor coalition, things like “an… https://t.co/FAOo71s3Wb",0,Twitter for iPhone,
LondonBridge 🚀SPACE YACHT🚀,2724594372,Los Angeles,2023-01-20 18:04:24,So far I’ve seen a married couple freak out at a gate agent for missing their flight and now someone was just remov… https://t.co/A7BbLSIY7m,0,Twitter for iPhone,
Michael Rubinstein,3331826553,"Los Angeles, CA",2023-01-20 17:42:04,"Um. Don't do this.
Former Renton attorney accused of stabbing rival lawyer https://t.co/esop1F7qV4 via @seattletimes",0,Twitter Web App,
John Gonzales,1300112294085423104,"Los Angeles, CA",2023-01-20 17:35:13,@Seattle_Condos @NewsLambert They consider 5% only a .625 buydown? Cost for $1 mil loan? $25k?,0,Twitter for iPad,
Caerie Houchins (Riot KarebearQn),1175590580539101185,"Los Angeles, CA",2023-01-20 17:24:37,@connordoesdev LA or Seattle. Not remote.,0,Twitter for Android,
Jeffrey Feddersen,32796267,"Malibu, CA",2023-01-20 17:13:16,Love bug flying back to SEA for the weekend. We will be at the country club and planning on watching death on the N… https://t.co/LR8xWxpWI2,0,Twitter for iPhone,
womenshoopsworld,42074095,Los Angeles,2023-01-20 17:09:55,"@jwhittenbergK5 I don't know if you were living in Seattle 30 years ago today, as I was, Jake. But as Clinton was s… https://t.co/gczm98Ad2g",0,Twitter Web App,
Brandon Yoshizawa,1673873743,"Los Angeles, CA",2023-01-20 17:06:46,@braybraywoowoo Mannnnn I love visiting seattle https://t.co/biIEaMgcJr,1,Twitter for iPhone,
LA Sports Report,1242201232212504577,Los Angeles,2023-01-20 17:01:45,"Former Angel All-Star Signs One-Year Deal With Seattle Mariners #Halos
More details here:
https://t.co/UHBrzdsPpX",0,Zapier.com,
The World Ranking,1588069292540583937,"Los Angeles, CA",2023-01-20 16:57:32,"FIFA World Cup 2026 Stadiums:

🇺🇸 US
New York/New Jersey: MetLife
Los Angeles: SoFi
Dallas: AT&amp;T
San Francisco Bay:… https://t.co/eqBmGstSVj",2,Twitter Web App,
andre menchavez ⚡️,386987009,LA,2023-01-20 16:50:16,Seattle drag *of color* is top TIER!!!!!!!!!🗣️🗣️🗣️,0,Twitter for iPhone,
Cori Close,25836515,"Los Angeles, CA",2023-01-20 16:46:52,For today’s game in Seattle we’re featuring @IzzyAnstey and the songs she’s using to get ready for tip off for with… https://t.co/tuPynyM9mW,3,Twitter for iPhone,
jay,1511866038937300994,"Los Angeles, CA",2023-01-20 16:44:08,"looking for paramore tickets (pit / floor) to:

LA 
NYC 
Hollywood FL 
DC
San Diego
Seattle 
Portland 
San Francisco",2,Twitter for iPhone,
Tommy,535636564,Disneyland Resort,2023-01-20 16:42:42,@Crab_Apel @MLB One of these days I'll make it to Seattle and Chicago. 😎,0,Twitter Web App,
Brycen McCrary,58721021,"Los Angeles, CA",2023-01-20 16:35:34,"@That1teddygirl I did this as a kid several times. I lived in Seattle, dad in Atlanta. I flew on my own since age 3… https://t.co/NUU31pLdGS",0,Twitter for iPhone,
John McDonald,1175863361822609408,"Los Angeles, CA",2023-01-20 15:42:04,"I started collecting vinyl 6 yrs ago - replaced my CDs w what I could find online, new, used, EBay, wherever. I’m o… https://t.co/j13zFjgROs",0,Twitter for iPhone,
BH9919,2684266453,"Los Angeles, CA",2023-01-20 15:15:54,@theScore @shobasketball He talks like he’s done anything he’s a guy who has potential but hasn’t done anything lik… https://t.co/I0FQ2Ltey9,0,Twitter for iPhone,
Longstreet.btc,912311607564189696,"Venice, Los Angeles",2023-01-20 14:39:44,"@realjasonmatias The classical music scene in Seattle is great, if that’s your fancy.",0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-20 14:22:56,@TrolledByMatt *Seattle,0,Twitter for iPhone,
La’Mario Claiborne,1404869361379155969,"Los Angeles, CA",2023-01-20 13:51:03,Flying ✈️ out #Seattle @UW @UWAthletics @UW_Football  visit today @giant_skillz @GregBiggins @BrandonHuffman… https://t.co/8U0f3fzUFH,13,Twitter for iPhone,
Stephen Berens,1490502879660044293,Los Angeles,2023-01-20 13:01:52,"WOULD BE A NATURAL  (1976)
22nd St &amp; Terrace Ave, Seattle
October 8, 2022 https://t.co/owcdgBG8kM",0,LaterMedia,
Frozen Tools,1168652127620816896,Ontario,2023-01-20 13:00:01,"Yesterday's #fantasyhockey line combinations: Seattle Kraken #SeaKraken
https://t.co/XzqwOelPVf",0,Frozen Tools,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 12:11:06,Lee Lee and William were living in a low-income apartment when the rent assistance stopped and they could no longer… https://t.co/DgBpM10Xzg,5,Agorapulse app,
Seductive God of Thunder,86576894,"Thousand Oaks, CA",2023-01-20 12:01:25,"Sleepless in Seattle**

**Death Valley",0,Twitter for iPhone,
Kevin Eugene Smith,38560750,"Pasadena, CA",2023-01-20 11:04:21,"@LynnCockrum8 @thehill Oh dear, you don't seem to realize that the Seattle measure had nothing to do with gas stove… https://t.co/qgm4X6lglA",0,Twitter for Android,
Dave Wald,19499997,"Los Angeles, CA",2023-01-20 07:40:31,"Another one bites the dust: Amazon pulling out of another downtown Seattle office tower, Port 99, vacating about 40… https://t.co/Ln4mFUXucX",0,Twitter for iPhone,
Wild Flower,1207802791797784576,"Carson, CA",2023-01-20 07:23:52,@Genesis_DeAnn It’s feeling real Seattle ish out here lol,0,Twitter for iPhone,
Cori Close,25836515,"Los Angeles, CA",2023-01-20 06:40:24,@MartinJarmond @UCLAMBB Big Time!  Our entire team and staff were watching on our phones in Seattle.  Love this tea… https://t.co/lGfxQcjmeE,1,Twitter for iPad,
Global FinTech Series,1207704443266818048,"Hawthorne, CA",2023-01-20 06:25:57,Aran Buchan Joins Alliant Insurance Services in Seattle   https://t.co/kI2Y6CQBPJ  #technology #fintech… https://t.co/rPbGFhvBUo,0,Hootsuite Inc.,
SoCalTwelve,1361738394729021441,"Long Beach, CA",2023-01-20 06:16:09,"@mikaelamattes Wish my family didn’t have to experience it from here in Southern California, but my wife and 3 daug… https://t.co/UmLR1l0idm",0,Twitter for iPhone,
Dennis Bernstein,94470362,"Los Angeles, CA",2023-01-20 06:05:10,"small picture: Rust never sleeps. 4 days off, 4 forwards out, LAK was done after 1. Credit Dallas in their 3rd game… https://t.co/Dc7EJEGPJH",3,Twitter for iPhone,
Tassoula,14185226,Seattle/Los Angeles,2023-01-20 05:12:13,"@Tim_Burgess Portland - Music Millennium

Seattle - Silver Platters",0,Twitter for iPhone,
🦈,20756473,90703,2023-01-20 05:07:07,Does Seattle still have snow in the first two weeks of February?,0,Twitter for Android,
Apostate1979,1614409609761931264,Los Angeles ,2023-01-20 05:02:27,@PastorMark OK boomer.  The fuck does that even mean?  You can't be a hipster and have a good work ethic?  So there… https://t.co/Zu2oOIYE3w,0,Twitter Web App,
K.,1596948859623600128,LA,2023-01-20 04:47:14,i’m seriously planning my trip to Seattle.,0,Twitter for iPhone,
jonathan davis,756347346,Los Angeles,2023-01-20 04:45:34,"Red Wings/Vegas 3rd period Ov 1.5
Jersey/Seattle 3rd Ov 1.5",0,Twitter Web App,
Deux.,92322775,Westmont,2023-01-20 04:08:00,Idk what I wanna eat when I get to Seattle,0,Twitter for iPhone,
Gabriel Comer,914537620620820481,"Los Angeles, CA",2023-01-20 03:56:41,"So, San Francisco, Seattle and Oregon Washington! how many more cities will Democrats give tax payer money for addi… https://t.co/8JGzdLrnGs",0,Twitter for iPhone,
IG: Leisure.us,2300817193,"Culver City, CA",2023-01-20 03:56:13,Might have to slide up to Seattle for that 1/26 show 👀 https://t.co/mlaaJWYSOs,0,Twitter for iPhone,
//,469586821,"Santa Monica, California",2023-01-20 02:51:57,@tylerjschoon Not really fair to compare considering Mack played in the way Bosa played last year. Missing the inte… https://t.co/1Uknf0DPms,0,Twitter for iPhone,
Vic Enwere,1165280996003999746,"Los Angeles, CA",2023-01-20 02:34:19,When did LA become Seattle?? I’m curious because its getting out of hand,0,Twitter for iPhone,
Tyler Bleszinski,17822644,"Orange, CA",2023-01-20 02:19:02,Also win in Seattle tonight for her too!,0,Twitter for iPhone,
Bryan Paquette,51260246,ottawa ont,2023-01-20 01:58:41,@Schreids Why dont you take a trip to  seattle for that game,0,Twitter for Android,
Wally Kurth,182602268,Los Angeles,2023-01-20 01:51:52,"We’re coming to Seattle area on Feb 19th, 3pm show. Hope to see you. 😎@ericmartsolf⁩ ⁦@CarsonBoatman⁩ ⁦… https://t.co/Qg1pMEnVM3",9,Twitter for iPhone,
ESPN Los Angeles,92911662,Los Angeles,2023-01-20 01:51:04,Mariners sign infielder La Stella to 1-year deal https://t.co/T7Tyf4y8RB https://t.co/DgyIweQ5af,0,dlvr.it,
CBXweb,15889983,"Los Angeles, CA",2023-01-20 01:50:02,Having an affinity for the Seattle Mariners is a psy-op brought to you by Nintendo of America,0,Twitter for iPhone,
John Ed Baker,806743056527474689,"Whittier, CA",2023-01-20 01:41:23,"@KCBrickley Saw CS&amp;N in Seattle when they got back together and added Neil Young, at their first show of the new tour. 💜",0,Twitter for Android,
𝕓,1448850675052523560,"Los Angeles, CA",2023-01-20 01:18:16,i’m pretty sure i’m supposed to be living in seattle,0,Twitter for iPhone,
CasonBCF,1590579769875173376,"Los Angeles, CA",2023-01-20 01:13:15,@justmarvg @TheHoopCentral @shobasketball Seattle,0,Twitter for iPhone,
ARIJANA RAMIC (Seattle’s #1 Comic),837274958,"Los Angeles, CA",2023-01-20 00:32:38,Seattle comedy drama and gossip is too active for how small the scene is. https://t.co/Qr4nq26ivv,0,Twitter for iPhone,
rulō,1477131284971331586,"Los Angeles, CA",2023-01-20 00:26:09,nah we in seattle,0,Twitter for iPhone,
Joey Wieser 💎,3433339113,"Los Angeles, CA",2023-01-20 00:22:15,The end of an era. Thank you @cmkshama for serving Seattle for 10 incredible years. Despite what corporate politici… https://t.co/lszJONwrdU,72,Twitter for iPhone,
Sabina Isabel Candelaria❤️,251466943,santa ana ca.,2023-01-20 00:21:27,@EvilUno Have a safe flight evil Uno Seattle Washington Get ready for evil Uno,0,Twitter for Android,
Lizzie (TV) | SAVE WARRIOR NUN,705493001288572929,"Los Angeles, CA",2023-01-20 00:06:55,Wth it wasn't supposed to rain AGAIN  today?!?! I am not paying California's prices for Seattle weather.… https://t.co/c0FCf50p39,1,Twitter for Android,
BreezyEagletail,1540204713571864577,,2023-01-20 00:00:13,It is sumthang about this old brown on the sides tv in front of Michigan Place building on the corner it kept telli… https://t.co/v9fyAHn8ai,1,Twitter for Android,
Angels News,1062927168806649857,"Anaheim, CA",2023-01-19 23:33:53,"Former Angels Update: The Seattle Mariners have signed INF Tommy La Stella to a 1-year deal. La Stella, previously… https://t.co/Tt8eNwITte",4,Twitter for iPhone,
Jamie H.,795463418396299264,"Los Angeles, CA",2023-01-19 23:27:10,"Guatemala, Seattle booked ✅",0,Twitter for iPhone,
The Habitant,1549222480228757504,"Ontario, CA",2023-01-19 23:07:31,"@BigFlamesGuy1 @nucko69 If Seattle gets Horvat on a 7 year deal, then a Center depth of Beniers-Horvat for the next… https://t.co/hOMy4UwQff",0,Twitter for iPhone,
Johnny O'Neal,283613990,"Torrance, CA",2023-01-19 23:00:16,@MeepleKonrad @jasonsegel @BrothersMurph @eric_lang @Olloplays @rf_seattle @ActuallyNPH @Raynah88 @banzainator… https://t.co/s9JGwUSUdD,0,Twitter for iPhone,
Sunset,21689161,"Los Angeles, CA",2023-01-19 23:00:10,"""You normally eat bibingka during the holidays, but we serve it year-round,"" says Melissa Miranda of Seattle restau… https://t.co/DIQ9D1ROnJ",0,SocialNewsDesk,
Kevin K 💚🤍❤️,981102761642098688,"Los Angeles, CA",2023-01-19 22:41:07,"@DrFutPhD @chopsuey_fifa @420FUT It’s underneath this place, which is the pike place market in Seattle and is like… https://t.co/fKpfw65vOh",0,Twitter for iPhone,
Kevin K 💚🤍❤️,981102761642098688,"Los Angeles, CA",2023-01-19 22:36:31,@chopsuey_fifa @420FUT Yes lmao… apparently it’s a tourist attraction in Seattle 😂,0,Twitter for iPhone,
Zack Smith,23896662,"Los Angeles, CA",2023-01-19 22:31:50,@Joe_Fann @SamiOnTap Tannehill and Matt Ryan at $30 million is best talent comp. Given as it’s only been one year u… https://t.co/qjizNLUlI1,0,Twitter for iPhone,
josh nichols,193151401,"Los Angeles, CA",2023-01-19 22:24:45,"say she from seattle, she 20 &amp; some change",0,Twitter for iPhone,
Dave O ⚡️⚡️⚡️,365568451,LA,2023-01-19 22:18:06,@BoltsFan77 I take the way the schedule looks with a grain of salt. Teams can be way different year to year dependi… https://t.co/YzvS5hTXMs,0,Twitter for iPhone,
Phi Ly,883606273,"Encino, Los Angeles",2023-01-19 21:52:47,"Announce! Preston Leslie (Seattle, WA) @WheelofFortune @komonews tonight. #WheelOfFortune https://t.co/lHUzHjKXmx",0,Twitter for Android,
Alex Gervasi┃alexonthemic.eth,21334006,"Los Angeles, CA",2023-01-19 21:00:57,"I took the Eurostar train from London to Paris and it took 2 hours. After doing the math, the same train would only… https://t.co/08hR1CfE5F",0,Twitter Web App,
SAMPE,24082614,"Diamond Bar, CA",2023-01-19 21:00:29,"Tutorials at SAMPE Seattle are now available - add to your registration today. 

https://t.co/8YRevgoWzc

#SAMPE… https://t.co/5W6Pvexeu7",0,Hootsuite Inc.,
вσв,329871773,"Los Angeles, CA",2023-01-19 20:58:36,@heynatking Seattle? Nice! Congrats on the move Nat!,0,Twitter Web App,
Rendezvous Theater in Seattle! 7/23!!,1469353116600520710,"Los Angeles, CA",2023-01-19 20:50:42,@BreciaBloom @nhoodpublicist Thought they put one in walla walla and one in Spokane! Lmaoo I’m from Seattle coincidentally,0,Twitter for iPhone,
Dobber Sports News,1577495758051459073,Ontario,2023-01-19 20:25:13,"Nathan Bastian #NJDevils

Bastian (upper body) is set to return Thursday versus Seattle.
https://t.co/7AZfudQNpe",0,Dobber Sports News,
Dobber Sports News,1577495758051459073,Ontario,2023-01-19 20:24:12,"Mackenzie Blackwood #NJDevils

Blackwood is expected to start on the road against Seattle on Thursday, per Sam Kasa… https://t.co/6jBJ1vWX3N",0,Dobber Sports News,
P2S Inc.,87080698,"Long Beach, CA",2023-01-19 20:17:39,We currently have open positions for electrical engineers with various levels of experience at our offices in Seatt… https://t.co/u2t4AVnVEe,2,Sprout Social,
Frameless Hardware Company,1124346053602320385,"South Gate, CA",2023-01-19 20:14:55,FHC Is Now Servicing the Seattle Area - https://t.co/UD7Jm9zvYs https://t.co/0mLlMdP7Aa,0,Mailchimp,
Kubby74 🏳️‍🌈 👾,120269449,"Long Beach, CA, USA",2023-01-19 20:14:50,@prasmusson I’m gonna fly you to Seattle to come set all this stuff up for me 😂 I want an awesome gaming room but t… https://t.co/WaSZme4aqP,0,Twitter for iPhone,
XxDemCowboyzxX,1237979086774865921,"Los Angeles, CA",2023-01-19 20:14:01,@SeaHawkersPod I doubt Rodgers would wanna go to Seattle without DK he might as well stay in GB,0,Twitter for iPhone,
Riall The Paper Waiter Johnson,2287038097,"Long Beach, CA",2023-01-19 20:02:44,Seattle corporations should be thanking Kshama for deciding to not hand them another embarrassing ass whoopin this year.,0,Twitter for iPhone,
አዲሱንJeffrey Pryorየሁሉ,89309155,"Los Angeles, CA",2023-01-19 20:02:35,"#WNBA #WNBATwitter

Seattle Storm to retire Sue Bird's No. 10 jersey on June 11 vs. Washington Mystics  https://t.co/NTUPa289YN",0,Twitter for Android,
Tony T,14900401,Las Vegas and Los Angeles,2023-01-19 19:56:44,New Jersey Devils vs Seattle Kraken 1/19/2023 NHL Picks and Predictions on Morning Steam Show #NHL #NHLPicks… https://t.co/Q1Hh9dphXt,0,Twitter Web App,
Zachary Donohue,1521189134592708609,"Los Angeles, CA",2023-01-19 19:40:41,@DanScully haha that's awesome! and a dash of this exhibit from the Museum of Pop Culture in Seattle https://t.co/i2V0bIsmMt,0,Twitter Web App,
TheMadTitan,1237934333983252480,"Gardena, CA",2023-01-19 19:39:48,"These shits hard af 

If they not doing a Seattle green or a Milwaukee purple or a Miami teal and orange 

Fucc it… https://t.co/HBy1NERIyM",0,Twitter for iPhone,
David,1260473851202453504,"Los Angeles, CA",2023-01-19 19:23:38,"@KUSINews Is the homeless crisis in LA, NYC, SF, Seattle, and basically every major city in this country also Gloriaville",0,Twitter for iPhone,
Ballislife.com,17902401,"Los Angeles, Ca",2023-01-19 19:22:20,"The Seattle Storm is retiring Sue Bird's jersey

Only WNBA player with 3K career assists
Won a championship in 3 di… https://t.co/BLGOVajGOL",50,Twitter Web App,
Dieter “Stage diver”📷/🎥,1435442788523339783,"Studio City, Los Angeles",2023-01-19 19:06:05,"Good riddance..Ma’am. Bye. #Seattle Please DO better. #WA #PNW(Ps..All you “Seattle transplants”, cut’it out! Stop’… https://t.co/a8HHn9XVXo",0,Twitter for iPhone,
Coach Maxie,1021070717188636673,"Pasadena, CA",2023-01-19 19:03:35,@deesmoothj86 It should but we also do a great job deflecting balls at Line of Scrimmage. Purdy comes out sluggish… https://t.co/x4J3y49NUy,0,Twitter for iPhone,
Keegan,3138178405,,2023-01-19 18:38:05,Exiting office after she leaves Seattle worse off than when she entered office. https://t.co/LMj8edkjVj,0,Twitter for iPhone,
Tony Weiss,750907681091776512,"Los Angeles, CA",2023-01-19 18:33:05,So Seattle City Council is losing a reliable left vote AND Sawant is (I'm guessing) trying to take democratic centr… https://t.co/G5fC3axqO2,1,Twitter Web App,
Josie Huang,38602009,Los Angeles,2023-01-19 18:28:30,"From Seattle design team of Sonam Lhamo, Jiawei Yao, Yiying: https://t.co/TI6HZWWTYQ",0,Twitter Web App,
skrilla scrooge,440675213,Los Angeles,2023-01-19 18:14:59,"Vote for me to perform for  $50,000 in Prizes!  at #Seattle 4/30/23! https://t.co/5z9H2ES2jQ #Coast2Coast https://t.co/WyN3wIxkh0",0,Coast 2 Coast Mixtapes,
Jeff 🦦❄,17446004,"Los Angeles, CA",2023-01-19 17:35:51,@p2isonline I will be there in spirit while I am on my airplane to Seattle! Yes that means you're being haunted &lt;3,0,TweetDeck,
